age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
40, Private,294708, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States
29, Private,90934, Bachelors,13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,64, Philippines
36, Private,119957, Bachelors,13, Separated, Other-service, Unmarried, Black, Female,0,0,35, United-States
55, Self-emp-not-inc,149168, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States
46, Private,65353, Some-college,10, Divorced, Transport-moving, Own-child, White, Male,3325,0,55, United-States
30, Private,323054, 10th,6, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States
40, Private,202872, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,24, United-States
53, Private,346253, HS-grad,9, Divorced, Sales, Own-child, White, Female,0,0,35, United-States
34, Private,381153, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
45, Self-emp-inc,106517, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
40, Private,199303, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
39, Private,252327, 7th-8th,4, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico
62, Private,138621, Assoc-voc,11, Separated, Priv-house-serv, Not-in-family, Black, Female,0,0,20, United-States
33, Self-emp-not-inc,134886, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States
31, Private,101562, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,55, United-States
31, Private,118710, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, United-States
56, Private,229335, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
19, Private,235849, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,35, United-States
35, Private,106967, Masters,14, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States
27, Self-emp-not-inc,114225, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States
31, Private,121768, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, Poland
45, Private,182655, Bachelors,13, Divorced, Other-service, Not-in-family, White, Male,0,0,45, ?
67, Private,174603, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States
47, Private,481987, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
25, Private,186370, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
49, ?,57665, Bachelors,13, Divorced, ?, Own-child, White, Female,0,0,40, United-States
40, Private,520586, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,39, United-States
44, Private,210648, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
68, Private,121846, 7th-8th,4, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, United-States
47, Private,211239, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
38, Self-emp-not-inc,58972, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
48, Self-emp-not-inc,200471, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
24, Private,32311, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States
59, Local-gov,102442, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States
26, Federal-gov,207537, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States
52, Private,311931, 5th-6th,3, Married-civ-spouse, Sales, Wife, White, Female,0,0,15, El-Salvador
31, Private,248653, 1st-4th,2, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,37, Mexico
17, Self-emp-not-inc,181317, 10th,6, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States
56, Private,179781, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
51, Private,49017, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States
25, Private,202091, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States
37, Private,343721, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
20, Private,411862, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States
50, Private,231495, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
32, Self-emp-not-inc,39369, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
43, Private,122749, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States
36, State-gov,223020, Some-college,10, Divorced, Other-service, Unmarried, Black, Female,0,0,20, United-States
34, Self-emp-not-inc,234960, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1887,48, United-States
60, Self-emp-not-inc,148492, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,50, United-States
50, State-gov,172970, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico
18, Private,268952, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States
45, Private,126141, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
51, Private,95128, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
28, Private,278736, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico
42, Private,285066, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
27, Private,218184, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Jamaica
30, Private,128065, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States
51, Private,41806, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
27, Private,321577, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States
38, Private,262882, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States
35, Private,196899, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Haiti
62, Private,132917, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,20, United-States
51, Private,123703, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,40, United-States
24, Private,258298, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States
32, State-gov,438711, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States
40, Private,139193, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,1980,48, United-States
34, Private,303867, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
37, ?,172256, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States
50, Private,146325, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States
38, Self-emp-not-inc,109133, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States
32, Private,262153, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
38, Private,179117, Assoc-acdm,12, Never-married, Machine-op-inspct, Not-in-family, Black, Female,10520,0,50, United-States
26, Private,189185, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States
67, Local-gov,204123, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, United-States
36, Private,173804, 11th,7, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States
34, Private,56883, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States
32, Private,164197, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
25, Private,81286, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
48, Private,176917, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States
27, Local-gov,331046, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States
60, Private,225883, Some-college,10, Widowed, Sales, Unmarried, White, Female,0,0,27, United-States
21, Private,188535, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,44, United-States
26, Private,257405, 5th-6th,3, Never-married, Farming-fishing, Other-relative, Black, Male,0,0,40, Mexico
20, State-gov,158206, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States
39, Self-emp-not-inc,174330, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
40, Private,187802, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1887,40, United-States
39, Self-emp-inc,33975, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
42, Private,97142, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
42, Private,378384, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,60, United-States
21, Private,216181, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,35, United-States
29, ?,208406, HS-grad,9, Never-married, ?, Not-in-family, White, Male,0,0,35, United-States
38, Private,241998, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States
33, Private,198211, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
42, Self-emp-not-inc,133584, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador
39, Private,70240, Some-college,10, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,0,40, Philippines
35, Private,110402, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States
32, Private,143604, 10th,6, Married-spouse-absent, Other-service, Not-in-family, Black, Female,0,0,37, United-States
42, Private,26672, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States
32, Private,107218, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States
29, Private,193260, Bachelors,13, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,30, India
33, Private,348152, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
41, Private,147206, 12th,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
36, Private,154669, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,55, United-States
31, State-gov,161631, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
27, Private,209292, HS-grad,9, Never-married, Sales, Other-relative, Black, Female,0,0,32, Dominican-Republic
37, Private,211154, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,52, United-States
22, Private,314525, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
21, Private,236696, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,57, United-States
35, Private,272476, Assoc-acdm,12, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, United-States
19, ?,158603, 10th,6, Never-married, ?, Own-child, Black, Male,0,0,25, United-States
56, Private,200316, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States
32, Federal-gov,97614, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
20, Private,197752, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,16, United-States
38, Private,32897, 11th,7, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States
61, Self-emp-not-inc,268797, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,17, United-States
39, Private,101146, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,4650,0,40, United-States
18, Private,375515, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States
41, Private,205153, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
20, Private,259496, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States
43, Self-emp-not-inc,75435, HS-grad,9, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, United-States
43, Private,221172, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States
64, Self-emp-inc,59145, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, United-States
24, Private,186495, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States
38, Private,226357, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
32, Private,137367, 11th,7, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India
30, Private,36069, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
50, Self-emp-not-inc,167728, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
76, Federal-gov,25319, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States
21, Private,57916, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States
29, Private,413227, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States
47, Private,209320, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States
41, Private,219591, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
48, Federal-gov,328606, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
63, Self-emp-not-inc,179981, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States
31, Self-emp-not-inc,204052, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
18, Private,301867, HS-grad,9, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States
20, Private,201799, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,13, United-States
40, Private,192381, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
42, Private,245317, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
25, Private,476334, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
32, Private,316589, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
36, Local-gov,318972, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,65, United-States
53, Federal-gov,167410, Bachelors,13, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States
40, Private,239708, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States
20, Private,298635, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,30, Philippines
26, Local-gov,138597, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,25, United-States
48, Private,176810, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
45, Private,233799, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico
19, Private,378114, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States
40, Private,149102, HS-grad,9, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,2174,0,60, Poland
27, Private,198258, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,35, United-States
51, Self-emp-not-inc,353281, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,20, United-States
23, Private,186813, HS-grad,9, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States
54, Private,115602, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States
31, Private,170430, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,80, ?
31, Private,124569, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
69, Self-emp-not-inc,76968, 9th,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, United-States
26, State-gov,177035, 11th,7, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States
36, Private,70282, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
20, ?,121313, 10th,6, Never-married, ?, Own-child, White, Male,0,0,40, United-States
39, Private,113481, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
56, Private,265086, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
43, Private,149909, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States
19, ?,109938, 11th,7, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,0,0,40, Laos
26, Local-gov,30793, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,55, United-States
37, Private,259846, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,3471,0,40, United-States
42, Private,198422, Some-college,10, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States
32, ?,53042, HS-grad,9, Never-married, ?, Own-child, Black, Male,0,0,40, United-States
23, Self-emp-not-inc,111296, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Mexico
32, Local-gov,87310, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,41, United-States
39, Self-emp-inc,241153, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
31, Private,226443, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
25, Private,189656, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,60, United-States
43, Self-emp-inc,221172, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States
57, Self-emp-not-inc,165922, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
46, Local-gov,172822, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
41, Private,107276, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States
21, Private,313873, 5th-6th,3, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Mexico
25, Private,391192, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,24, United-States
38, Private,363395, Some-college,10, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States
64, ?,196288, Assoc-acdm,12, Never-married, ?, Not-in-family, White, Female,0,0,20, United-States
18, Self-emp-not-inc,132986, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States
18, Private,156764, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States
59, ?,424468, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States
49, Self-emp-not-inc,127921, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
18, Private,193290, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,1721,20, United-States
44, Private,155472, Assoc-acdm,12, Never-married, Prof-specialty, Unmarried, Black, Female,1151,0,50, United-States
71, Private,78277, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, United-States
24, Private,96178, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
54, Private,146551, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,54, United-States
31, Private,246439, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,50, United-States
28, Private,273929, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1628,60, United-States
28, Private,209801, 9th,5, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States
29, Self-emp-not-inc,266855, Bachelors,13, Separated, Prof-specialty, Own-child, White, Male,0,0,40, United-States
61, ?,71467, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,3103,0,40, United-States
55, Self-emp-not-inc,126117, HS-grad,9, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States
18, Private,25837, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States
39, Private,187847, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States
48, Private,121253, Bachelors,13, Married-spouse-absent, Sales, Unmarried, White, Female,0,2472,70, United-States
36, Private,247750, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, United-States
46, Local-gov,327886, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
36, Private,250807, 11th,7, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States
59, ?,192130, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,16, United-States
21, Private,197997, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States
24, Local-gov,197552, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States
55, Local-gov,166502, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States
25, Private,175540, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States
23, Private,368739, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
51, Self-emp-inc,351278, Bachelors,13, Divorced, Farming-fishing, Unmarried, White, Male,0,0,50, United-States
30, Private,349148, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States
46, State-gov,111163, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,38, United-States
30, Private,193598, Preschool,1, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico
61, Private,197286, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
35, Private,272019, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2057,40, United-States
40, Private,439919, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico
23, Private,195532, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States
37, Private,179671, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
49, Private,87928, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40, United-States
19, Private,105289, 10th,6, Never-married, Other-service, Other-relative, Black, Female,0,0,20, United-States
35, Private,230054, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico
34, State-gov,177331, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Black, Male,4386,0,40, United-States
39, Private,51100, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
24, Private,190293, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
47, Self-emp-not-inc,33300, Assoc-acdm,12, Never-married, Farming-fishing, Other-relative, White, Male,10520,0,45, United-States
44, Private,124747, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,3103,0,40, United-States
19, ?,291509, 12th,8, Never-married, ?, Own-child, White, Male,0,0,28, United-States
73, ?,89852, 1st-4th,2, Married-civ-spouse, ?, Husband, White, Male,0,0,40, Portugal
38, Private,296478, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States
20, Private,263612, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Haiti
46, Private,208872, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
24, Private,190968, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States
36, Private,334366, 11th,7, Separated, Exec-managerial, Not-in-family, White, Female,0,0,32, United-States
58, Private,225394, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States
37, Private,254202, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
41, Private,96635, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States
39, Private,82488, Some-college,10, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,38, United-States
67, Private,150516, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,24, United-States
35, Self-emp-not-inc,468713, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
39, Private,30916, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
35, Private,340018, 10th,6, Never-married, Other-service, Unmarried, Black, Female,0,0,38, United-States
42, Private,54202, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,10520,0,50, United-States
20, Private,234474, Some-college,10, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States
24, Private,329852, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
17, ?,151141, 10th,6, Never-married, ?, Own-child, White, Male,0,0,30, United-States
24, Private,220993, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States
59, Federal-gov,243612, HS-grad,9, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States
17, Private,209949, 11th,7, Never-married, Sales, Own-child, White, Female,0,1602,12, United-States
40, Self-emp-not-inc,29036, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States
55, Private,208019, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico
19, Private,271446, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States
36, Private,188540, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
18, Private,215110, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States
43, Private,350379, 5th-6th,3, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,40, Mexico
21, Private,61777, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,70, United-States
46, Local-gov,175428, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
27, Private,55390, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,45, United-States
45, Private,168283, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
20, Private,62865, HS-grad,9, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,45, United-States
31, State-gov,75755, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,55, United-States
31, Private,110554, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,4386,0,40, United-States
29, Private,116662, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
40, Private,175398, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States
32, Private,113364, Bachelors,13, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States
61, Self-emp-not-inc,244087, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States
48, Private,47686, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States
